Month,Concession,Type,ATC1,ATC1_desc,ATC2,ATC2_desc,Scripts,Cost
1992 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,213945,5675336.37
1992 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,206882,5585360.8
1992 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,189446,5145860.83
1992 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,178752,4800151.25
1992 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,189765,5144345.04
1993 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,150701,4114017.9299999997
1993 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,214485,5835528.57
1993 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,280040,7676152
1993 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,281580,7766179.28
1993 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,293971,8147192.149999999
1993 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,293572,8268276.09
1993 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,294977,8392950.48
1993 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,287439,8266696.17
1993 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,259021,7587319.5
1993 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,232200,6899738.149999999
1993 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,219619,6604506.1899999995
1993 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,247433,7564031.67
1994 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,174970,5401221.49
1994 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,263508,8144031.57
1994 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,353598,11030199.01
1994 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,328181,10238086.6
1994 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,360649,10910456.09
1994 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,352774,10785165.77
1994 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,337476,10415991.41
1994 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,346762,10855759.229999999
1994 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,302092,9565858.6
1994 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,276893,8853449.47
1994 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,260167,8408906.08
1994 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,250039,8171395.92
1995 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,234021,7805693.619999999
1995 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,323152,10884001.12
1995 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,403350,13730060.66
1995 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,390828,13370488.850000001
1995 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,414549,14316841.48
1995 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,398018,13851032.4
1995 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,376992,13353808.860000001
1995 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,376646,13540036.1
1995 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,317215,11541200.67
1995 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,314680,11600465.44
1995 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,273466,10208516.8
1995 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,270666,10228098.2
1996 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,264312,10128130.96
1996 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,366447,14224275.97
1996 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,407073,15324096.43
1996 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,428171,16068131.39
1996 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,455726,17165134.439999998
1996 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,406466,15380699.19
1996 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,425115,16270320.09
1996 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,372155,14389943.370000001
1996 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,344343,13407877.26
1996 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,324281,12811382.26
1996 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,284453,11311028.77
1996 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,300417,12014066.91
1997 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,261160,10498882.3
1997 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,363822,14923124.850000001
1997 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,415451,17091026.21
1997 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,454352,18608128.02
1997 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,461850,18876079.39
1997 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,454065,18540705.419999998
1997 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,445512,18417883.279999997
1997 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,378799,15637257.41
1997 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,358982,14955900.719999999
1997 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,336941,14169951.4
1997 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,284383,12003685.54
1997 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,321263,13637748.49
1998 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,238290,10133559.94
1998 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,409954,17391391.330000002
1998 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,442805,17529087.36
1998 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,450384,17674951.06
1998 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,471578,18410458.84
1998 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,461447,17916226.91
1998 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,453780,17668189.77
1998 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,387752,15189375.88
1998 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,385983,15465583.01
1998 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,333623,13434918.139999999
1998 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,305632,12373871.06
1998 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,316566,12918233.370000001
1999 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,256125,10534985.91
1999 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,393936,16598972.01
1999 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,531034,22302534.66
1999 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,476963,20071778.419999998
1999 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,505868,21323585.7
1999 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,495538,21263665.84
1999 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,484509,20971295.7
1999 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,447393,19095584.72
1999 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,401837,14692607.639999999
1999 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,352883,12814451.53
1999 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,330962,12036964.25
1999 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,324863,11252330.93
2000 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,279176,9710560.82
2000 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,449286,15776523.709999999
2000 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,524760,18278397.51
2000 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,513318,17916483.91
2000 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,540451,18927275.130000003
2000 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,521191,18119486.53
2000 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,533282,18648894.52
2000 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,467134,16418388.81
2000 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,378550,13289101.07
2000 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,391201,13849085.49
2000 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,335999,11912852
2000 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,302420,10799968.03
2001 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,329157,11815340.99
2001 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,454378,16529644.860000001
2001 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,598574,21472265.3
2001 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,549230,19765251.05
2001 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,588345,21158340.72
2001 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,512496,18521450.87
2001 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,532755,19513730.77
2001 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,481425,17284675.419999998
2001 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,396117,13407740.81
2001 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,411914,14057582.629999999
2001 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,386706,13424199.69
2001 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,315266,11060892.94
2002 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,394152,13990100.360000001
2002 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,553390,19844855.21
2002 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,613082,22202836.37
2002 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,653867,23860140.73
2002 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,705235,25756374.779999997
2002 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,584328,21438778.37
2002 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,616451,22758549.32
2002 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,506754,18918332.36
2002 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,464806,17766132.38
2002 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,424118,16421329.77
2002 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,361805,14093380.01
2002 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,343789,13483884.81
2003 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,385471,15219918.18
2003 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,596353,23659695.55
2003 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,672202,26784161.02
2003 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,651924,25991135.22
2003 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,731948,29302167.610000003
2003 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,658040,26396180.979999997
2003 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,626674,25209553.17
2003 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,526546,21254771.27
2003 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,488479,19714655.67
2003 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,467414,18971359.57
2003 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,375342,15277093.38
2003 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,371084,15148299.83
2004 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,361259,14802329.639999999
2004 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,681062,28169737.6
2004 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,762422,31682910.05
2004 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,737185,30698816.99
2004 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,751335,31062817.22
2004 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,692842,27912772.87
2004 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,663175,26756021.66
2004 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,572801,23182107.150000002
2004 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,517101,20973492
2004 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,452853,18444426
2004 Nov,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,408541,16667684
2004 Dec,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,365054,14924969
2005 Jan,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,383167,15644857
2005 Feb,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,673761,27487348
2005 Mar,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,765846,31380815
2005 Apr,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,801150,32720411
2005 May,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,768923,31081560
2005 Jun,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,756224,30678542
2005 Jul,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,656128,26567318
2005 Aug,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,617966,25005848
2005 Sep,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,541334,21916447
2005 Oct,Concessional,Co-payments,A,Alimentary tract and metabolism,A02,DRUGS FOR ACID RELATED DISORDERS,446252,18145937
