"","Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"207",1991 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",156199,3728200
"208",1991 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",155117,3823818
"209",1991 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",136112,3430063
"210",1991 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",141933,3645144
"211",1992 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",135001,3374112
"212",1992 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",178213,4377946
"213",1992 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",213226,5301231
"214",1992 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",231958,5822231
"215",1992 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",222220,5620505
"216",1992 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",225902,5808875
"217",1992 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",241684,6329338.37
"218",1992 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",213945,5675336.37
"219",1992 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",206882,5585360.8
"220",1992 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",189446,5145860.83
"221",1992 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",178752,4800151.25
"222",1992 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",189765,5144345.04
"223",1993 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",150701,4114017.93
"224",1993 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",214485,5835528.57
"225",1993 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",280040,7676152
"226",1993 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",281580,7766179.28
"227",1993 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",293971,8147192.15
"228",1993 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",293572,8268276.09
"229",1993 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",294977,8392950.48
"230",1993 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",287439,8266696.17
"231",1993 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",259021,7587319.5
"232",1993 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",232200,6899738.15
"233",1993 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",219619,6604506.19
"234",1993 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",247433,7564031.67
"235",1994 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",174970,5401221.49
"236",1994 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",263508,8144031.57
"237",1994 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",353598,11030199.01
"238",1994 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",328181,10238086.6
"239",1994 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",360649,10910456.09
"240",1994 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",352774,10785165.77
"241",1994 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",337476,10415991.41
"242",1994 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",346762,10855759.23
"243",1994 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",302092,9565858.6
"244",1994 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",276893,8853449.47
"245",1994 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",260167,8408906.08
"246",1994 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",250039,8171395.92
"247",1995 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",234021,7805693.62
"248",1995 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",323152,10884001.12
"249",1995 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",403350,13730060.66
"250",1995 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",390828,13370488.85
"251",1995 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",414549,14316841.48
"252",1995 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",398018,13851032.4
"253",1995 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",376992,13353808.86
"254",1995 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",376646,13540036.1
"255",1995 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",317215,11541200.67
"256",1995 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",314680,11600465.44
"257",1995 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",273466,10208516.8
"258",1995 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",270666,10228098.2
"259",1996 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",264312,10128130.96
"260",1996 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",366447,14224275.97
"261",1996 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",407073,15324096.43
"262",1996 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",428171,16068131.39
"263",1996 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",455726,17165134.44
"264",1996 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",406466,15380699.19
"265",1996 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",425115,16270320.09
"266",1996 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",372155,14389943.37
"267",1996 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",344343,13407877.26
"268",1996 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",324281,12811382.26
"269",1996 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",284453,11311028.77
"270",1996 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",300417,12014066.91
"271",1997 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",261160,10498882.3
"272",1997 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",363822,14923124.85
"273",1997 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",415451,17091026.21
"274",1997 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",454352,18608128.02
"275",1997 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",461850,18876079.39
"276",1997 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",454065,18540705.42
"277",1997 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",445512,18417883.28
"278",1997 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",378799,15637257.41
"279",1997 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",358982,14955900.72
"280",1997 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",336941,14169951.4
"281",1997 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",284383,12003685.54
"282",1997 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",321263,13637748.49
"283",1998 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",238290,10133559.94
"284",1998 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",409954,17391391.33
"285",1998 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",442805,17529087.36
"286",1998 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",450384,17674951.06
"287",1998 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",471578,18410458.84
"288",1998 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",461447,17916226.91
"289",1998 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",453780,17668189.77
"290",1998 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",387752,15189375.88
"291",1998 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",385983,15465583.01
"292",1998 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",333623,13434918.14
"293",1998 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",305632,12373871.06
"294",1998 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",316566,12918233.37
"295",1999 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",256125,10534985.91
"296",1999 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",393936,16598972.01
"297",1999 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",531034,22302534.66
"298",1999 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",476963,20071778.42
"299",1999 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",505868,21323585.7
"300",1999 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",495538,21263665.84
"301",1999 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",484509,20971295.7
"302",1999 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",447393,19095584.72
"303",1999 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",401837,14692607.64
"304",1999 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",352883,12814451.53
"305",1999 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",330962,12036964.25
"306",1999 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",324863,11252330.93
"307",2000 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",279176,9710560.82
"308",2000 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",449286,15776523.71
"309",2000 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",524760,18278397.51
"310",2000 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",513318,17916483.91
"311",2000 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",540451,18927275.13
"312",2000 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",521191,18119486.53
"313",2000 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",533282,18648894.52
"314",2000 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",467134,16418388.81
"315",2000 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",378550,13289101.07
"316",2000 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",391201,13849085.49
"317",2000 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",335999,11912852
"318",2000 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",302420,10799968.03
"319",2001 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",329157,11815340.99
"320",2001 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",454378,16529644.86
"321",2001 Mar,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",598574,21472265.3
"322",2001 Apr,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",549230,19765251.05
"323",2001 May,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",588345,21158340.72
"324",2001 Jun,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",512496,18521450.87
"325",2001 Jul,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",532755,19513730.77
"326",2001 Aug,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",481425,17284675.42
"327",2001 Sept,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",396117,13407740.81
"328",2001 Oct,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",411914,14057582.63
"329",2001 Nov,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",386706,13424199.69
"330",2001 Dec,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",315266,11060892.94
"331",2002 Jan,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",394152,13990100.36
"332",2002 Feb,"Concessional","Co-payments","A","Alimentary tract and metabolism","A02","DRUGS FOR ACID RELATED DISORDERS",553390,19844855.21
