,ds,State,Gender,Legal,Indigenous,y
1922,2005Q2,SA,Male,Remanded,ATSI,92
1923,2005Q3,SA,Male,Remanded,ATSI,101
1924,2005Q4,SA,Male,Remanded,ATSI,112
1925,2006Q1,SA,Male,Remanded,ATSI,100
1926,2006Q2,SA,Male,Remanded,ATSI,113
1927,2006Q3,SA,Male,Remanded,ATSI,103
1928,2006Q4,SA,Male,Remanded,ATSI,108
1929,2007Q1,SA,Male,Remanded,ATSI,136
1930,2007Q2,SA,Male,Remanded,ATSI,147
1931,2007Q3,SA,Male,Remanded,ATSI,158
1932,2007Q4,SA,Male,Remanded,ATSI,147
1933,2008Q1,SA,Male,Remanded,ATSI,158
1934,2008Q2,SA,Male,Remanded,ATSI,166
1935,2008Q3,SA,Male,Remanded,ATSI,138
1936,2008Q4,SA,Male,Remanded,ATSI,156
1937,2009Q1,SA,Male,Remanded,ATSI,175
1938,2009Q2,SA,Male,Remanded,ATSI,165
1939,2009Q3,SA,Male,Remanded,ATSI,172
1940,2009Q4,SA,Male,Remanded,ATSI,171
1941,2010Q1,SA,Male,Remanded,ATSI,167
1942,2010Q2,SA,Male,Remanded,ATSI,183
1943,2010Q3,SA,Male,Remanded,ATSI,183
1944,2010Q4,SA,Male,Remanded,ATSI,192
1945,2011Q1,SA,Male,Remanded,ATSI,177
1946,2011Q2,SA,Male,Remanded,ATSI,187
1947,2011Q3,SA,Male,Remanded,ATSI,165
1948,2011Q4,SA,Male,Remanded,ATSI,165
1949,2012Q1,SA,Male,Remanded,ATSI,163
1950,2012Q2,SA,Male,Remanded,ATSI,172
1951,2012Q3,SA,Male,Remanded,ATSI,162
1952,2012Q4,SA,Male,Remanded,ATSI,169
1953,2013Q1,SA,Male,Remanded,ATSI,174
1954,2013Q2,SA,Male,Remanded,ATSI,182
1955,2013Q3,SA,Male,Remanded,ATSI,176
1956,2013Q4,SA,Male,Remanded,ATSI,195
1957,2014Q1,SA,Male,Remanded,ATSI,193
1958,2014Q2,SA,Male,Remanded,ATSI,217
1959,2014Q3,SA,Male,Remanded,ATSI,218
1960,2014Q4,SA,Male,Remanded,ATSI,215
1961,2015Q1,SA,Male,Remanded,ATSI,230
1962,2015Q2,SA,Male,Remanded,ATSI,237
1963,2015Q3,SA,Male,Remanded,ATSI,232
1964,2015Q4,SA,Male,Remanded,ATSI,245
1965,2016Q1,SA,Male,Remanded,ATSI,279
1966,2016Q2,SA,Male,Remanded,ATSI,292
1967,2016Q3,SA,Male,Remanded,ATSI,271
1968,2016Q4,SA,Male,Remanded,ATSI,265
1969,2005Q1,SA,Male,Remanded,Non-ATSI,373
1970,2005Q2,SA,Male,Remanded,Non-ATSI,359
1971,2005Q3,SA,Male,Remanded,Non-ATSI,375
1972,2005Q4,SA,Male,Remanded,Non-ATSI,392
1973,2006Q1,SA,Male,Remanded,Non-ATSI,381
1974,2006Q2,SA,Male,Remanded,Non-ATSI,412
1975,2006Q3,SA,Male,Remanded,Non-ATSI,411
1976,2006Q4,SA,Male,Remanded,Non-ATSI,404
1977,2007Q1,SA,Male,Remanded,Non-ATSI,415
1978,2007Q2,SA,Male,Remanded,Non-ATSI,436
1979,2007Q3,SA,Male,Remanded,Non-ATSI,421
1980,2007Q4,SA,Male,Remanded,Non-ATSI,410
1981,2008Q1,SA,Male,Remanded,Non-ATSI,429
1982,2008Q2,SA,Male,Remanded,Non-ATSI,421
1983,2008Q3,SA,Male,Remanded,Non-ATSI,464
1984,2008Q4,SA,Male,Remanded,Non-ATSI,427
1985,2009Q1,SA,Male,Remanded,Non-ATSI,420
1986,2009Q2,SA,Male,Remanded,Non-ATSI,456
1987,2009Q3,SA,Male,Remanded,Non-ATSI,468
1988,2009Q4,SA,Male,Remanded,Non-ATSI,439
1989,2010Q1,SA,Male,Remanded,Non-ATSI,440
1990,2010Q2,SA,Male,Remanded,Non-ATSI,479
1991,2010Q3,SA,Male,Remanded,Non-ATSI,443
1992,2010Q4,SA,Male,Remanded,Non-ATSI,420
1993,2011Q1,SA,Male,Remanded,Non-ATSI,449
1994,2011Q2,SA,Male,Remanded,Non-ATSI,423
1995,2011Q3,SA,Male,Remanded,Non-ATSI,403
1996,2011Q4,SA,Male,Remanded,Non-ATSI,405
1997,2012Q1,SA,Male,Remanded,Non-ATSI,458
1998,2012Q2,SA,Male,Remanded,Non-ATSI,454
1999,2012Q3,SA,Male,Remanded,Non-ATSI,432
2000,2012Q4,SA,Male,Remanded,Non-ATSI,469
2001,2013Q1,SA,Male,Remanded,Non-ATSI,492
2002,2013Q2,SA,Male,Remanded,Non-ATSI,516
2003,2013Q3,SA,Male,Remanded,Non-ATSI,550
2004,2013Q4,SA,Male,Remanded,Non-ATSI,552
2005,2014Q1,SA,Male,Remanded,Non-ATSI,558
2006,2014Q2,SA,Male,Remanded,Non-ATSI,602
2007,2014Q3,SA,Male,Remanded,Non-ATSI,605
2008,2014Q4,SA,Male,Remanded,Non-ATSI,613
2009,2015Q1,SA,Male,Remanded,Non-ATSI,592
2010,2015Q2,SA,Male,Remanded,Non-ATSI,612
2011,2015Q3,SA,Male,Remanded,Non-ATSI,689
2012,2015Q4,SA,Male,Remanded,Non-ATSI,742
2013,2016Q1,SA,Male,Remanded,Non-ATSI,750
2014,2016Q2,SA,Male,Remanded,Non-ATSI,834
2015,2016Q3,SA,Male,Remanded,Non-ATSI,815
2016,2016Q4,SA,Male,Remanded,Non-ATSI,835
2017,2005Q1,TAS,Male,Remanded,ATSI,13
2018,2005Q2,TAS,Male,Remanded,ATSI,15
2019,2005Q3,TAS,Male,Remanded,ATSI,20
2020,2005Q4,TAS,Male,Remanded,ATSI,16
2021,2006Q1,TAS,Male,Remanded,ATSI,12
2022,2006Q2,TAS,Male,Remanded,ATSI,15
2023,2006Q3,TAS,Male,Remanded,ATSI,18
2024,2006Q4,TAS,Male,Remanded,ATSI,15
2025,2007Q1,TAS,Male,Remanded,ATSI,14
2026,2007Q2,TAS,Male,Remanded,ATSI,7
2027,2007Q3,TAS,Male,Remanded,ATSI,12
2028,2007Q4,TAS,Male,Remanded,ATSI,9
2029,2008Q1,TAS,Male,Remanded,ATSI,10
2030,2008Q2,TAS,Male,Remanded,ATSI,12
2031,2008Q3,TAS,Male,Remanded,ATSI,12
2032,2008Q4,TAS,Male,Remanded,ATSI,15
2033,2009Q1,TAS,Male,Remanded,ATSI,17
2034,2009Q2,TAS,Male,Remanded,ATSI,19
2035,2009Q3,TAS,Male,Remanded,ATSI,16
2036,2009Q4,TAS,Male,Remanded,ATSI,14
2037,2010Q1,TAS,Male,Remanded,ATSI,13
2038,2010Q2,TAS,Male,Remanded,ATSI,14
2039,2010Q3,TAS,Male,Remanded,ATSI,17
2040,2010Q4,TAS,Male,Remanded,ATSI,18
2041,2011Q1,TAS,Male,Remanded,ATSI,14
2042,2011Q2,TAS,Male,Remanded,ATSI,10
2043,2011Q3,TAS,Male,Remanded,ATSI,11
2044,2011Q4,TAS,Male,Remanded,ATSI,13
2045,2012Q1,TAS,Male,Remanded,ATSI,16
2046,2012Q2,TAS,Male,Remanded,ATSI,6
2047,2012Q3,TAS,Male,Remanded,ATSI,11
2048,2012Q4,TAS,Male,Remanded,ATSI,15
2049,2013Q1,TAS,Male,Remanded,ATSI,18
2050,2013Q2,TAS,Male,Remanded,ATSI,19
2051,2013Q3,TAS,Male,Remanded,ATSI,17
2052,2013Q4,TAS,Male,Remanded,ATSI,9
2053,2014Q1,TAS,Male,Remanded,ATSI,17
2054,2014Q2,TAS,Male,Remanded,ATSI,21
2055,2014Q3,TAS,Male,Remanded,ATSI,18
2056,2014Q4,TAS,Male,Remanded,ATSI,17
2057,2015Q1,TAS,Male,Remanded,ATSI,23
2058,2015Q2,TAS,Male,Remanded,ATSI,18
2059,2015Q3,TAS,Male,Remanded,ATSI,30
2060,2015Q4,TAS,Male,Remanded,ATSI,34
2061,2016Q1,TAS,Male,Remanded,ATSI,26
2062,2016Q2,TAS,Male,Remanded,ATSI,20
2063,2016Q3,TAS,Male,Remanded,ATSI,32
2064,2016Q4,TAS,Male,Remanded,ATSI,29
2065,2005Q1,TAS,Male,Remanded,Non-ATSI,93
2066,2005Q2,TAS,Male,Remanded,Non-ATSI,98
2067,2005Q3,TAS,Male,Remanded,Non-ATSI,95
2068,2005Q4,TAS,Male,Remanded,Non-ATSI,86
2069,2006Q1,TAS,Male,Remanded,Non-ATSI,77
2070,2006Q2,TAS,Male,Remanded,Non-ATSI,97
2071,2006Q3,TAS,Male,Remanded,Non-ATSI,106
2072,2006Q4,TAS,Male,Remanded,Non-ATSI,90
2073,2007Q1,TAS,Male,Remanded,Non-ATSI,87
2074,2007Q2,TAS,Male,Remanded,Non-ATSI,104
2075,2007Q3,TAS,Male,Remanded,Non-ATSI,94
2076,2007Q4,TAS,Male,Remanded,Non-ATSI,93
2077,2008Q1,TAS,Male,Remanded,Non-ATSI,93
2078,2008Q2,TAS,Male,Remanded,Non-ATSI,92
2079,2008Q3,TAS,Male,Remanded,Non-ATSI,91
2080,2008Q4,TAS,Male,Remanded,Non-ATSI,83
2081,2009Q1,TAS,Male,Remanded,Non-ATSI,80
2082,2009Q2,TAS,Male,Remanded,Non-ATSI,93
2083,2009Q3,TAS,Male,Remanded,Non-ATSI,87
2084,2009Q4,TAS,Male,Remanded,Non-ATSI,76
2085,2010Q1,TAS,Male,Remanded,Non-ATSI,71
2086,2010Q2,TAS,Male,Remanded,Non-ATSI,74
2087,2010Q3,TAS,Male,Remanded,Non-ATSI,84
2088,2010Q4,TAS,Male,Remanded,Non-ATSI,69
2089,2011Q1,TAS,Male,Remanded,Non-ATSI,64
2090,2011Q2,TAS,Male,Remanded,Non-ATSI,72
2091,2011Q3,TAS,Male,Remanded,Non-ATSI,87
2092,2011Q4,TAS,Male,Remanded,Non-ATSI,82
2093,2012Q1,TAS,Male,Remanded,Non-ATSI,88
2094,2012Q2,TAS,Male,Remanded,Non-ATSI,88
2095,2012Q3,TAS,Male,Remanded,Non-ATSI,66
2096,2012Q4,TAS,Male,Remanded,Non-ATSI,72
2097,2013Q1,TAS,Male,Remanded,Non-ATSI,54
2098,2013Q2,TAS,Male,Remanded,Non-ATSI,78
2099,2013Q3,TAS,Male,Remanded,Non-ATSI,75
2100,2013Q4,TAS,Male,Remanded,Non-ATSI,74
2101,2014Q1,TAS,Male,Remanded,Non-ATSI,71
2102,2014Q2,TAS,Male,Remanded,Non-ATSI,73
2103,2014Q3,TAS,Male,Remanded,Non-ATSI,71
2104,2014Q4,TAS,Male,Remanded,Non-ATSI,76
2105,2015Q1,TAS,Male,Remanded,Non-ATSI,80
2106,2015Q2,TAS,Male,Remanded,Non-ATSI,95
2107,2015Q3,TAS,Male,Remanded,Non-ATSI,99
2108,2015Q4,TAS,Male,Remanded,Non-ATSI,99
2109,2016Q1,TAS,Male,Remanded,Non-ATSI,112
2110,2016Q2,TAS,Male,Remanded,Non-ATSI,110
2111,2016Q3,TAS,Male,Remanded,Non-ATSI,110
2112,2016Q4,TAS,Male,Remanded,Non-ATSI,112
2113,2005Q1,VIC,Male,Remanded,ATSI,34
2114,2005Q2,VIC,Male,Remanded,ATSI,42
2115,2005Q3,VIC,Male,Remanded,ATSI,43
2116,2005Q4,VIC,Male,Remanded,ATSI,41
2117,2006Q1,VIC,Male,Remanded,ATSI,39
2118,2006Q2,VIC,Male,Remanded,ATSI,40
2119,2006Q3,VIC,Male,Remanded,ATSI,50
2120,2006Q4,VIC,Male,Remanded,ATSI,48
2121,2007Q1,VIC,Male,Remanded,ATSI,49
2122,2007Q2,VIC,Male,Remanded,ATSI,46
2123,2007Q3,VIC,Male,Remanded,ATSI,55
2124,2007Q4,VIC,Male,Remanded,ATSI,44
2125,2008Q1,VIC,Male,Remanded,ATSI,46
2126,2008Q2,VIC,Male,Remanded,ATSI,48
2127,2008Q3,VIC,Male,Remanded,ATSI,44
2128,2008Q4,VIC,Male,Remanded,ATSI,48
2129,2009Q1,VIC,Male,Remanded,ATSI,46
2130,2009Q2,VIC,Male,Remanded,ATSI,36
2131,2009Q3,VIC,Male,Remanded,ATSI,42
2132,2009Q4,VIC,Male,Remanded,ATSI,55
2133,2010Q1,VIC,Male,Remanded,ATSI,47
2134,2010Q2,VIC,Male,Remanded,ATSI,50
2135,2010Q3,VIC,Male,Remanded,ATSI,49
2136,2010Q4,VIC,Male,Remanded,ATSI,46
2137,2011Q1,VIC,Male,Remanded,ATSI,54
2138,2011Q2,VIC,Male,Remanded,ATSI,55
2139,2011Q3,VIC,Male,Remanded,ATSI,51
2140,2011Q4,VIC,Male,Remanded,ATSI,58
2141,2012Q1,VIC,Male,Remanded,ATSI,63
2142,2012Q2,VIC,Male,Remanded,ATSI,69
2143,2012Q3,VIC,Male,Remanded,ATSI,73
2144,2012Q4,VIC,Male,Remanded,ATSI,58
2145,2013Q1,VIC,Male,Remanded,ATSI,76
2146,2013Q2,VIC,Male,Remanded,ATSI,78
2147,2013Q3,VIC,Male,Remanded,ATSI,70
2148,2013Q4,VIC,Male,Remanded,ATSI,70
2149,2014Q1,VIC,Male,Remanded,ATSI,82
2150,2014Q2,VIC,Male,Remanded,ATSI,95
2151,2014Q3,VIC,Male,Remanded,ATSI,101
2152,2014Q4,VIC,Male,Remanded,ATSI,104
2153,2015Q1,VIC,Male,Remanded,ATSI,126
2154,2015Q2,VIC,Male,Remanded,ATSI,106
2155,2015Q3,VIC,Male,Remanded,ATSI,93
2156,2015Q4,VIC,Male,Remanded,ATSI,127
2157,2016Q1,VIC,Male,Remanded,ATSI,161
2158,2016Q2,VIC,Male,Remanded,ATSI,161
2159,2016Q3,VIC,Male,Remanded,ATSI,187
2160,2016Q4,VIC,Male,Remanded,ATSI,204
2161,2005Q1,VIC,Male,Remanded,Non-ATSI,553
2162,2005Q2,VIC,Male,Remanded,Non-ATSI,545
2163,2005Q3,VIC,Male,Remanded,Non-ATSI,550
2164,2005Q4,VIC,Male,Remanded,Non-ATSI,561
2165,2006Q1,VIC,Male,Remanded,Non-ATSI,566
2166,2006Q2,VIC,Male,Remanded,Non-ATSI,557
2167,2006Q3,VIC,Male,Remanded,Non-ATSI,637
2168,2006Q4,VIC,Male,Remanded,Non-ATSI,674
2169,2007Q1,VIC,Male,Remanded,Non-ATSI,646
2170,2007Q2,VIC,Male,Remanded,Non-ATSI,680
2171,2007Q3,VIC,Male,Remanded,Non-ATSI,703
2172,2007Q4,VIC,Male,Remanded,Non-ATSI,706
2173,2008Q1,VIC,Male,Remanded,Non-ATSI,698
2174,2008Q2,VIC,Male,Remanded,Non-ATSI,745
2175,2008Q3,VIC,Male,Remanded,Non-ATSI,721
2176,2008Q4,VIC,Male,Remanded,Non-ATSI,757
2177,2009Q1,VIC,Male,Remanded,Non-ATSI,697
2178,2009Q2,VIC,Male,Remanded,Non-ATSI,764
2179,2009Q3,VIC,Male,Remanded,Non-ATSI,725
2180,2009Q4,VIC,Male,Remanded,Non-ATSI,760
2181,2010Q1,VIC,Male,Remanded,Non-ATSI,721
2182,2010Q2,VIC,Male,Remanded,Non-ATSI,741
2183,2010Q3,VIC,Male,Remanded,Non-ATSI,692
2184,2010Q4,VIC,Male,Remanded,Non-ATSI,712
2185,2011Q1,VIC,Male,Remanded,Non-ATSI,722
2186,2011Q2,VIC,Male,Remanded,Non-ATSI,767
2187,2011Q3,VIC,Male,Remanded,Non-ATSI,776
2188,2011Q4,VIC,Male,Remanded,Non-ATSI,776
2189,2012Q1,VIC,Male,Remanded,Non-ATSI,788
2190,2012Q2,VIC,Male,Remanded,Non-ATSI,830
2191,2012Q3,VIC,Male,Remanded,Non-ATSI,863
2192,2012Q4,VIC,Male,Remanded,Non-ATSI,839
2193,2013Q1,VIC,Male,Remanded,Non-ATSI,861
2194,2013Q2,VIC,Male,Remanded,Non-ATSI,856
2195,2013Q3,VIC,Male,Remanded,Non-ATSI,816
2196,2013Q4,VIC,Male,Remanded,Non-ATSI,793
2197,2014Q1,VIC,Male,Remanded,Non-ATSI,839
2198,2014Q2,VIC,Male,Remanded,Non-ATSI,911
2199,2014Q3,VIC,Male,Remanded,Non-ATSI,1011
2200,2014Q4,VIC,Male,Remanded,Non-ATSI,1171
2201,2015Q1,VIC,Male,Remanded,Non-ATSI,1266
2202,2015Q2,VIC,Male,Remanded,Non-ATSI,1251
2203,2015Q3,VIC,Male,Remanded,Non-ATSI,1188
2204,2015Q4,VIC,Male,Remanded,Non-ATSI,1311
2205,2016Q1,VIC,Male,Remanded,Non-ATSI,1427
2206,2016Q2,VIC,Male,Remanded,Non-ATSI,1555
2207,2016Q3,VIC,Male,Remanded,Non-ATSI,1614
2208,2016Q4,VIC,Male,Remanded,Non-ATSI,1711
2209,2005Q1,WA,Male,Remanded,ATSI,189
2210,2005Q2,WA,Male,Remanded,ATSI,186
2211,2005Q3,WA,Male,Remanded,ATSI,178
2212,2005Q4,WA,Male,Remanded,ATSI,181
2213,2006Q1,WA,Male,Remanded,ATSI,214
2214,2006Q2,WA,Male,Remanded,ATSI,213
2215,2006Q3,WA,Male,Remanded,ATSI,196
2216,2006Q4,WA,Male,Remanded,ATSI,217
2217,2007Q1,WA,Male,Remanded,ATSI,233
2218,2007Q2,WA,Male,Remanded,ATSI,239
2219,2007Q3,WA,Male,Remanded,ATSI,271
2220,2007Q4,WA,Male,Remanded,ATSI,240
2221,2008Q1,WA,Male,Remanded,ATSI,259
2222,2008Q2,WA,Male,Remanded,ATSI,291
2223,2008Q3,WA,Male,Remanded,ATSI,279
2224,2008Q4,WA,Male,Remanded,ATSI,264
2225,2009Q1,WA,Male,Remanded,ATSI,260
2226,2009Q2,WA,Male,Remanded,ATSI,274
2227,2009Q3,WA,Male,Remanded,ATSI,247
2228,2009Q4,WA,Male,Remanded,ATSI,267
2229,2010Q1,WA,Male,Remanded,ATSI,271
2230,2010Q2,WA,Male,Remanded,ATSI,291
2231,2010Q3,WA,Male,Remanded,ATSI,261
2232,2010Q4,WA,Male,Remanded,ATSI,266
2233,2011Q1,WA,Male,Remanded,ATSI,313
2234,2011Q2,WA,Male,Remanded,ATSI,344
2235,2011Q3,WA,Male,Remanded,ATSI,327
2236,2011Q4,WA,Male,Remanded,ATSI,358
2237,2012Q1,WA,Male,Remanded,ATSI,387
2238,2012Q2,WA,Male,Remanded,ATSI,399
2239,2012Q3,WA,Male,Remanded,ATSI,371
2240,2012Q4,WA,Male,Remanded,ATSI,364
2241,2013Q1,WA,Male,Remanded,ATSI,393
2242,2013Q2,WA,Male,Remanded,ATSI,414
2243,2013Q3,WA,Male,Remanded,ATSI,365
2244,2013Q4,WA,Male,Remanded,ATSI,368
2245,2014Q1,WA,Male,Remanded,ATSI,396
2246,2014Q2,WA,Male,Remanded,ATSI,420
2247,2014Q3,WA,Male,Remanded,ATSI,421
2248,2014Q4,WA,Male,Remanded,ATSI,425
2249,2015Q1,WA,Male,Remanded,ATSI,427
2250,2015Q2,WA,Male,Remanded,ATSI,441
2251,2015Q3,WA,Male,Remanded,ATSI,439
2252,2015Q4,WA,Male,Remanded,ATSI,519
2253,2016Q1,WA,Male,Remanded,ATSI,583
2254,2016Q2,WA,Male,Remanded,ATSI,644
2255,2016Q3,WA,Male,Remanded,ATSI,643
2256,2016Q4,WA,Male,Remanded,ATSI,623
2257,2005Q1,WA,Male,Remanded,Non-ATSI,306
2258,2005Q2,WA,Male,Remanded,Non-ATSI,332
2259,2005Q3,WA,Male,Remanded,Non-ATSI,326
2260,2005Q4,WA,Male,Remanded,Non-ATSI,307
2261,2006Q1,WA,Male,Remanded,Non-ATSI,316
2262,2006Q2,WA,Male,Remanded,Non-ATSI,331
2263,2006Q3,WA,Male,Remanded,Non-ATSI,347
2264,2006Q4,WA,Male,Remanded,Non-ATSI,348
2265,2007Q1,WA,Male,Remanded,Non-ATSI,365
2266,2007Q2,WA,Male,Remanded,Non-ATSI,365
2267,2007Q3,WA,Male,Remanded,Non-ATSI,369
2268,2007Q4,WA,Male,Remanded,Non-ATSI,382
2269,2008Q1,WA,Male,Remanded,Non-ATSI,399
2270,2008Q2,WA,Male,Remanded,Non-ATSI,410
2271,2008Q3,WA,Male,Remanded,Non-ATSI,437
2272,2008Q4,WA,Male,Remanded,Non-ATSI,390
2273,2009Q1,WA,Male,Remanded,Non-ATSI,354
2274,2009Q2,WA,Male,Remanded,Non-ATSI,404
2275,2009Q3,WA,Male,Remanded,Non-ATSI,392
2276,2009Q4,WA,Male,Remanded,Non-ATSI,401
2277,2010Q1,WA,Male,Remanded,Non-ATSI,399
2278,2010Q2,WA,Male,Remanded,Non-ATSI,462
2279,2010Q3,WA,Male,Remanded,Non-ATSI,435
2280,2010Q4,WA,Male,Remanded,Non-ATSI,423
2281,2011Q1,WA,Male,Remanded,Non-ATSI,450
2282,2011Q2,WA,Male,Remanded,Non-ATSI,453
2283,2011Q3,WA,Male,Remanded,Non-ATSI,455
2284,2011Q4,WA,Male,Remanded,Non-ATSI,456
2285,2012Q1,WA,Male,Remanded,Non-ATSI,484
2286,2012Q2,WA,Male,Remanded,Non-ATSI,489
2287,2012Q3,WA,Male,Remanded,Non-ATSI,510
2288,2012Q4,WA,Male,Remanded,Non-ATSI,509
2289,2013Q1,WA,Male,Remanded,Non-ATSI,514
2290,2013Q2,WA,Male,Remanded,Non-ATSI,541
2291,2013Q3,WA,Male,Remanded,Non-ATSI,509
2292,2013Q4,WA,Male,Remanded,Non-ATSI,514
2293,2014Q1,WA,Male,Remanded,Non-ATSI,515
2294,2014Q2,WA,Male,Remanded,Non-ATSI,592
2295,2014Q3,WA,Male,Remanded,Non-ATSI,622
2296,2014Q4,WA,Male,Remanded,Non-ATSI,640
2297,2015Q1,WA,Male,Remanded,Non-ATSI,646
2298,2015Q2,WA,Male,Remanded,Non-ATSI,694
2299,2015Q3,WA,Male,Remanded,Non-ATSI,752
2300,2015Q4,WA,Male,Remanded,Non-ATSI,795
2301,2016Q1,WA,Male,Remanded,Non-ATSI,842
2302,2016Q2,WA,Male,Remanded,Non-ATSI,922
2303,2016Q3,WA,Male,Remanded,Non-ATSI,980
2304,2016Q4,WA,Male,Remanded,Non-ATSI,985
2305,2005Q1,ACT,Male,Sentenced,ATSI,5
2306,2005Q2,ACT,Male,Sentenced,ATSI,3
2307,2005Q3,ACT,Male,Sentenced,ATSI,4
2308,2005Q4,ACT,Male,Sentenced,ATSI,3
2309,2006Q1,ACT,Male,Sentenced,ATSI,1
2310,2006Q2,ACT,Male,Sentenced,ATSI,9
2311,2006Q3,ACT,Male,Sentenced,ATSI,10
2312,2006Q4,ACT,Male,Sentenced,ATSI,17
2313,2007Q1,ACT,Male,Sentenced,ATSI,13
2314,2007Q2,ACT,Male,Sentenced,ATSI,9
2315,2007Q3,ACT,Male,Sentenced,ATSI,10
2316,2007Q4,ACT,Male,Sentenced,ATSI,10
2317,2008Q1,ACT,Male,Sentenced,ATSI,9
2318,2008Q2,ACT,Male,Sentenced,ATSI,8
2319,2008Q3,ACT,Male,Sentenced,ATSI,7
2320,2008Q4,ACT,Male,Sentenced,ATSI,9
2321,2009Q1,ACT,Male,Sentenced,ATSI,5
2322,2009Q2,ACT,Male,Sentenced,ATSI,9
2323,2009Q3,ACT,Male,Sentenced,ATSI,12
2324,2009Q4,ACT,Male,Sentenced,ATSI,10
2325,2010Q1,ACT,Male,Sentenced,ATSI,13
2326,2010Q2,ACT,Male,Sentenced,ATSI,17
2327,2010Q3,ACT,Male,Sentenced,ATSI,15
2328,2010Q4,ACT,Male,Sentenced,ATSI,17
2329,2011Q1,ACT,Male,Sentenced,ATSI,20
2330,2011Q2,ACT,Male,Sentenced,ATSI,14
2331,2011Q3,ACT,Male,Sentenced,ATSI,16
2332,2011Q4,ACT,Male,Sentenced,ATSI,17
2333,2012Q1,ACT,Male,Sentenced,ATSI,25
2334,2012Q2,ACT,Male,Sentenced,ATSI,28
2335,2012Q3,ACT,Male,Sentenced,ATSI,26
2336,2012Q4,ACT,Male,Sentenced,ATSI,29
2337,2013Q1,ACT,Male,Sentenced,ATSI,23
2338,2013Q2,ACT,Male,Sentenced,ATSI,27
2339,2013Q3,ACT,Male,Sentenced,ATSI,37
2340,2013Q4,ACT,Male,Sentenced,ATSI,39
2341,2014Q1,ACT,Male,Sentenced,ATSI,39
2342,2014Q2,ACT,Male,Sentenced,ATSI,38
2343,2014Q3,ACT,Male,Sentenced,ATSI,45
2344,2014Q4,ACT,Male,Sentenced,ATSI,44
2345,2015Q1,ACT,Male,Sentenced,ATSI,41
2346,2015Q2,ACT,Male,Sentenced,ATSI,44
2347,2015Q3,ACT,Male,Sentenced,ATSI,51
2348,2015Q4,ACT,Male,Sentenced,ATSI,54
2349,2016Q1,ACT,Male,Sentenced,ATSI,65
2350,2016Q2,ACT,Male,Sentenced,ATSI,60
2351,2016Q3,ACT,Male,Sentenced,ATSI,60
2352,2016Q4,ACT,Male,Sentenced,ATSI,58
2353,2005Q1,ACT,Male,Sentenced,Non-ATSI,101
2354,2005Q2,ACT,Male,Sentenced,Non-ATSI,104
2355,2005Q3,ACT,Male,Sentenced,Non-ATSI,114
2356,2005Q4,ACT,Male,Sentenced,Non-ATSI,126
2357,2006Q1,ACT,Male,Sentenced,Non-ATSI,116
2358,2006Q2,ACT,Male,Sentenced,Non-ATSI,101
2359,2006Q3,ACT,Male,Sentenced,Non-ATSI,90
2360,2006Q4,ACT,Male,Sentenced,Non-ATSI,92
2361,2007Q1,ACT,Male,Sentenced,Non-ATSI,91
2362,2007Q2,ACT,Male,Sentenced,Non-ATSI,84
2363,2007Q3,ACT,Male,Sentenced,Non-ATSI,83
2364,2007Q4,ACT,Male,Sentenced,Non-ATSI,85
2365,2008Q1,ACT,Male,Sentenced,Non-ATSI,85
2366,2008Q2,ACT,Male,Sentenced,Non-ATSI,76
2367,2008Q3,ACT,Male,Sentenced,Non-ATSI,58
2368,2008Q4,ACT,Male,Sentenced,Non-ATSI,52
2369,2009Q1,ACT,Male,Sentenced,Non-ATSI,40
2370,2009Q2,ACT,Male,Sentenced,Non-ATSI,79
2371,2009Q3,ACT,Male,Sentenced,Non-ATSI,80
2372,2009Q4,ACT,Male,Sentenced,Non-ATSI,87
2373,2010Q1,ACT,Male,Sentenced,Non-ATSI,88
2374,2010Q2,ACT,Male,Sentenced,Non-ATSI,99
2375,2010Q3,ACT,Male,Sentenced,Non-ATSI,114
2376,2010Q4,ACT,Male,Sentenced,Non-ATSI,116
2377,2011Q1,ACT,Male,Sentenced,Non-ATSI,113
2378,2011Q2,ACT,Male,Sentenced,Non-ATSI,123
2379,2011Q3,ACT,Male,Sentenced,Non-ATSI,141
2380,2011Q4,ACT,Male,Sentenced,Non-ATSI,137
2381,2012Q1,ACT,Male,Sentenced,Non-ATSI,136
2382,2012Q2,ACT,Male,Sentenced,Non-ATSI,144
2383,2012Q3,ACT,Male,Sentenced,Non-ATSI,142
2384,2012Q4,ACT,Male,Sentenced,Non-ATSI,142
2385,2013Q1,ACT,Male,Sentenced,Non-ATSI,130
2386,2013Q2,ACT,Male,Sentenced,Non-ATSI,145
2387,2013Q3,ACT,Male,Sentenced,Non-ATSI,171
2388,2013Q4,ACT,Male,Sentenced,Non-ATSI,203
2389,2014Q1,ACT,Male,Sentenced,Non-ATSI,200
2390,2014Q2,ACT,Male,Sentenced,Non-ATSI,184
2391,2014Q3,ACT,Male,Sentenced,Non-ATSI,184
2392,2014Q4,ACT,Male,Sentenced,Non-ATSI,195
2393,2015Q1,ACT,Male,Sentenced,Non-ATSI,177
2394,2015Q2,ACT,Male,Sentenced,Non-ATSI,175
2395,2015Q3,ACT,Male,Sentenced,Non-ATSI,189
2396,2015Q4,ACT,Male,Sentenced,Non-ATSI,210
2397,2016Q1,ACT,Male,Sentenced,Non-ATSI,205
